
"EE 251","01","1517","Lab","","001035","M","12:10 PM","03:00 PM","McDonald, D","020-0149","16","18","0","0","0","ICS"
"EE 251 /0","02","1519","Lab","","001035","","","","","","","0","0","0","0",""
"EE 251 /0","03","1518","Lab","","001035","","","","","","","0","0","0","0",""
"EE 251","04","1520","Lab","","001035","T","03:10 PM","06:00 PM","Malone, D Sr.","020-0149","16","18","0","0","0","ICS"
"EE 251","05","8461","Lab","","001035","W","03:10 PM","06:00 PM","Rairkar, A","020-0147","16","18","0","0","0","ICS"
"EE 251","06","8460","Lab","","001035","W","06:10 PM","09:00 PM","Rairkar, A","020-0147","16","18","0","0","0","ICS"
"EE 251 (1)","07","7097","Lab","","001035","R","12:10 PM","03:00 PM","Malone, D Sr.","020-0149","16","18","0","0","0","ICS"
"EE 251","08","7250","Lab","","001035","R","06:10 PM","09:00 PM","Rochford, M","020-0149","16","18","0","0","0","ICS"
"EE 251 (1)","09","8684","Lab","","001035","R","12:10 PM","03:00 PM","Trada, H","020-0126","16","18","0","0","0","ICS"
"EE 251","10","8815","Lab","","001035","T","08:10 AM","11:00 AM","McDonald, D","020-0136","40","18","0","0","0","ICS"
"EE 251","11","8816","Lab","","001035","T","12:10 PM","03:00 PM","McDonald, D","020-0126","16","18","0","0","0","ICS"
