
"EE 347 (1)","01","5310","Lab","","002118","T","08:10 AM","11:00 AM","Agbo, S","020-0147","16","18","0","0","0","ICS"
"EE 347 (1)","02","5311","Lab","","002118","T","08:10 AM","11:00 AM","Wilson, M","020-0148","16","18","0","0","0","ICS"
"EE 347 (1)","03","5312","Lab","","002118","T","12:10 PM","03:00 PM","Ahlgren, W","020-0148","16","18","0","0","0","ICS"
"EE 347 (1)","04","5313","Lab","","002118","T","12:10 PM","03:00 PM","Agbo, S","020-0147","16","18","0","0","0","ICS"
"EE 347 (1)","05","5314","Lab","","002118","T","03:10 PM","06:00 PM","Ahlgren, W","020-0148","16","18","0","0","0","ICS"
"EE 347 (1)","06","5315","Lab","","002118","T","03:10 PM","06:00 PM","Wilson, M","020-0147","16","18","0","0","0","ICS"
"EE 347 /0","07","5316","Lab","","002118","","","","","","","0","0","0","0",""
"EE 347 /0","08","5317","Lab","","002118","","","","","","","0","0","0","0",""
"EE 347","09","5318","Lab","","002118","R","08:10 AM","11:00 AM","Wilson, M","020-0148","16","18","0","0","0","ICS"
"EE 347 (1)","10","6226","Lab","","002118","R","12:10 PM","03:00 PM","Smilkstein, T","020-0147","16","18","0","0","0","ICS"
"EE 347 (1)","11","7098","Lab","","002118","R","12:10 PM","03:00 PM","Wilson, M","020-0148","16","18","0","0","0","ICS"
"EE 347","12","7697","Lab","","002118","R","03:10 PM","06:00 PM","Smilkstein, T","020-0147","16","18","0","0","0","ICS"
"EE 347","13","8817","Lab","","002118","M","03:10 PM","06:00 PM","McDonald, D","020-0149","16","18","0","0","0","ICS"
"EE 347","14","8818","Lab","","002118","M","06:10 PM","09:00 PM","McDonald, D","020-0149","16","18","0","0","0","ICS"
