
"ART 200","01","7036","Ind","","","","","","Fiorenza, G","","","10","0","0","0",""
"ART 200","02","****","Ind","","","","","","Adan, E","","","","","","",""
"ART 200","03","****","Ind","","","","","","Bergman, S","","","","","","",""
"ART 200","04","****","Ind","","","","","","Caplan, L","","","","","","",""
"ART 200","05","****","Ind","","","","","","Costello, E","","","","","","",""
"ART 200","06","****","Ind","","","","","","Krifka, L","","","","","","",""
"ART 200","07","****","Ind","","","","","","Folk, E","","","","","","",""
"ART 200","08","****","Ind","","","","","","Frantz, S","","","","","","",""
"ART 200","09","****","Ind","","","","","","Galanti, T","","","","","","",""
"ART 200","10","****","Ind","","","","","","LaPorte, M","","","","","","",""
"ART 200","11","****","Ind","","","","","","Martinez, C","","","","","","",""
"ART 200","12","****","Ind","","","","","","McCormick, K","","","","","","",""
"ART 200","13","****","Ind","","","","","","Werner, J","","","","","","",""
"ART 200 /0","14","****","Ind","","","","","","","","","","","","",""
