
"CPE 203","01","6819","Lec","","001691","MWF","08:10 AM","09:00 AM","Assal, H","010-0222","35","30","30","1","1","ICS"
"CPE 203","02","6820","Lab","","001691","MWF","09:10 AM","10:00 AM","Assal, H","020-0127","16","30","30","1","1","ICS"
"CPE 203 (1)","03","6821","Lec","","001691","MWF","03:10 PM","04:00 PM","Foote, W","186-C201","36","30","28","0","2","ICS"
"CPE 203 (1)","04","6822","Lab","","001691","MWF","04:10 PM","05:00 PM","Foote, W","020-0127","16","30","28","0","2","ICS"
"CPE 203 (1)","05","6823","Lec","","001691","MWF","05:10 PM","06:00 PM","Foote, W","052-0E26","40","30","13","0","0","ICS"
"CPE 203 (1)","06","6824","Lab","","001691","MWF","06:10 PM","07:00 PM","Foote, W","020-0127","16","30","13","0","0","ICS"
"CPE 203","07","8234","Lec","","001691","TR","09:40 AM","11:00 AM","Wood, Z","014-0232B","20","30","13","0","1","ICS"
"CPE 203","08","8235","Lab","","001691","TR","12:10 PM","01:30 PM","Wood, Z","014-0303","24","30","13","0","1","ICS"
"CPE 203 (1)","09","8639","Lec","","001691","MWF","03:10 PM","04:00 PM","Humer, I","186-C302","48","35","1","0","0","ICS"
"CPE 203 (1)","10","8640","Lab","","001691","MWF","04:10 PM","05:00 PM","Humer, I","014-0301","35","35","1","0","0","ICS"
"CPE 203 (2)","11","8641","Lec","","001691","MWF","05:10 PM","06:00 PM","Humer, I","022-0315","39","35","5","0","0","ICS"
"CPE 203 (1)","12","8642","Lab","","001691","MWF","06:10 PM","07:00 PM","Humer, I","014-0301","35","35","5","0","0","ICS"
