
"EE 361 /0","01","1531","Lab","","001026","","","","","","","0","0","0","0",""
"EE 361","02","1532","Lab","","001026","M","03:10 PM","06:00 PM","Botros, N","020-0112","16","18","0","0","0","ICS"
"EE 361","03","4253","Lab","","001026","M","06:10 PM","09:00 PM","Bland, C","020-0112","16","18","2","0","0","ICS"
"EE 361 (1)","04","1533","Lab","","001026","T","06:10 PM","09:00 PM","Chinichian, M","020-0148","16","18","4","0","0","ICS"
"EE 361","05","2686","Lab","","001026","W","03:10 PM","06:00 PM","Botros, N","020-0148","16","18","1","0","0","ICS"
"EE 361","06","4832","Lab","","001026","R","12:10 PM","03:00 PM","Chinichian, M","020-0113","16","18","4","0","0","ICS"
"EE 361 (1)","07","5646","Lab","","001026","R","03:10 PM","06:00 PM","Botros, N","020-0112","16","18","4","0","0","ICS"
"EE 361 (1)","08","7699","Lab","","001026","R","03:10 PM","06:00 PM","Chinichian, M","020-0113","16","18","2","0","0","ICS"
"EE 361 (1)","09","7252","Lab","","001026","T","06:10 PM","09:00 PM","Bland, C","020-0112","16","18","2","0","0","ICS"
"EE 361","10","8819","Lab","","001026","W","06:10 PM","09:00 PM","Chang, S","020-0126","16","18","1","0","0","ICS"
