
"STAT 462","01","2270","Ind","","","","","","Pileggi, S","","","15","0","0","0",""
"STAT 462","02","3216","Ind","","","","","","Carlton, M","","","10","0","0","0",""
"STAT 462","03","3217","Ind","","","","","","Chance, B","","","10","0","0","0",""
"STAT 462","04","3218","Ind","","","","","","Doi, J","","","10","0","0","0",""
"STAT 462","05","3219","Ind","","","","","","Frame, S","","","10","0","0","0",""
"STAT 462","06","4841","Ind","","","","","","Glanz, H","","","24","0","0","0",""
"STAT 462","07","3220","Ind","","","","","","Lund, U","","","10","0","0","0",""
"STAT 462","08","3221","Ind","","","","","","McGaughey, K","","","10","0","0","0",""
"STAT 462","09","3222","Ind","","","","","","Rein, S","","","10","0","0","0",""
"STAT 462","10","3223","Ind","","","","","","Rossman, A","","","10","0","0","0",""
"STAT 462","11","3224","Ind","","","","","","Roy, S","","","10","0","0","0",""
"STAT 462","12","3225","Ind","","","","","","Schaffner, A","","","10","0","0","0",""
"STAT 462","13","3226","Ind","","","","","","Sklar, J","","","10","0","0","0",""
"STAT 462","14","3227","Ind","","","","","","Smith, H","","","10","0","0","0",""
"STAT 462","15","3228","Ind","","","","","","Walker, J","","","10","0","0","0",""
"STAT 462","16","4050","Ind","","","","","","Ross, K","","","10","0","0","0",""
"STAT 462","17","4052","Ind","","","","","","Hughes, G","","","10","0","0","0",""
"STAT 462","18","4053","Ind","","","","","","Sun, D","","","10","0","0","0",""
"STAT 462","19","4061","Ind","","","","","","Ottesen, R","","","10","0","0","0",""
"STAT 462","20","6128","Ind","","","","","","Bodwin, K","","","10","0","0","0",""
"STAT 462","21","7120","Ind","","","","","","Sabbag, A","","","10","0","0","0",""
"STAT 462","22","7121","Ind","","","","","","Afriyie, P","","","10","0","0","0",""
