
"ART 400","01","7037","Ind","","000628","","","","Fiorenza, G","","","10","0","0","0",""
"ART 400","02","****","Ind","","000628","","","","Adan, E","","","","","","",""
"ART 400","03","****","Ind","","000628","","","","Bergman, S","","","","","","",""
"ART 400","04","****","Ind","","000628","","","","Caplan, L","","","","","","",""
"ART 400","05","****","Ind","","000628","","","","Costello, E","","","","","","",""
"ART 400","06","****","Ind","","000628","","","","Krifka, L","","","","","","",""
"ART 400","07","****","Ind","","000628","","","","Folk, E","","","","","","",""
"ART 400","08","****","Ind","","000628","","","","Frantz, S","","","","","","",""
"ART 400","09","****","Ind","","000628","","","","Galanti, T","","","","","","",""
"ART 400","10","****","Ind","","000628","","","","LaPorte, M","","","","","","",""
"ART 400","11","****","Ind","","000628","","","","Martinez, C","","","","","","",""
"ART 400","12","****","Ind","","000628","","","","McCormick, K","","","","","","",""
"ART 400","13","****","Ind","","000628","","","","Werner, J","","","","","","",""
"ART 400 /0","14","****","Ind","","000628","","","","","","","","","","",""
